Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.72    0.00    0.39    0.33    0.00   98.55

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           16.82    244.68     0.00   0.00    0.15    14.55   14.29    105.69     0.00   0.00    3.92     7.40    0.00      0.00     0.00   0.00    0.00     0.00    3.59   15.16    0.11   5.74
loop1            1.97     24.86     0.00   0.00    0.06    12.59    1.01      3.71     0.00   0.00    0.29     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.14    1.62    0.00   0.04
loop10           0.56      5.28     0.00   0.00    0.12     9.40    0.31      1.11     0.00   0.00    0.44     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.46    0.00   0.02
loop11           0.48      4.34     0.00   0.00    0.21     9.00    0.28      1.01     0.00   0.00    0.45     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.77    0.00   0.02
loop12           0.37      3.48     0.00   0.00    0.13     9.44    0.22      0.79     0.00   0.00    0.48     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.20    0.00   0.01
loop13           0.23      1.88     0.00   0.00    0.03     8.35    0.14      0.51     0.00   0.00    0.47     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.02    3.64    0.00   0.01
loop14           0.15      1.28     0.00   0.00    0.06     8.33    0.10      0.37     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.07      0.54     0.00   0.00    0.12     7.30    0.05      0.19     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00    3.70    0.00   0.00
loop2            1.76     22.32     0.00   0.00    0.07    12.69    0.91      3.32     0.00   0.00    0.30     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.73    0.00   0.04
loop3            1.55     16.84     0.00   0.00    0.09    10.83    0.81      2.98     0.00   0.00    0.32     3.65    0.00      0.00     0.00   0.00    0.00     0.00    0.11    1.79    0.00   0.04
loop4            1.33     14.28     0.00   0.00    0.09    10.73    0.69      2.51     0.00   0.00    0.34     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.10    1.83    0.00   0.03
loop5            1.16     13.50     0.00   0.00    0.13    11.61    0.60      2.17     0.00   0.00    0.35     3.61    0.00      0.00     0.00   0.00    0.00     0.00    0.09    1.82    0.00   0.03
loop6            0.96     10.45     0.00   0.00    0.12    10.85    0.50      1.78     0.00   0.00    0.38     3.58    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.84    0.00   0.03
loop7            0.81      7.94     0.00   0.00    0.14     9.80    0.42      1.49     0.00   0.00    0.40     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.07    1.91    0.00   0.02
loop8            0.70      7.07     0.00   0.00    0.15    10.06    0.37      1.29     0.00   0.00    0.40     3.54    0.00      0.00     0.00   0.00    0.00     0.00    0.06    1.90    0.00   0.02
loop9            0.59      5.71     0.00   0.00    0.20     9.64    0.32      1.13     0.00   0.00    0.43     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.20    0.00   0.02
sda              0.68     21.75     0.25  26.95    0.27    32.03   75.52  28261.29   124.38  62.22   11.99   374.20    0.73   3616.94     0.00   0.00    0.17  4988.79    0.00    0.00    0.91   5.95
sdb              0.01      0.22     0.00   0.00    0.24    15.26    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    3.16    0.00    0.00   96.81

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop10           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
